country,variable,percentile,year,value
US,shweal992j,p50p90,2022,0.2944
US,shweal992j,p50p90,2023,0.2951
US,shweal992j,p50p90,2024,0.2951
US,shweal992j,p90p100,1820,0.7781
US,shweal992j,p90p100,1850,0.8164
US,shweal992j,p90p100,1880,0.7413000000000001
US,shweal992j,p90p100,1900,0.7611
US,shweal992j,p90p100,1910,0.7935
US,shweal992j,p90p100,1913,0.7934
US,shweal992j,p90p100,1914,0.7923
US,shweal992j,p90p100,1915,0.7886000000000001
US,shweal992j,p90p100,1916,0.7886000000000001
US,shweal992j,p90p100,1917,0.7901
US,shweal992j,p90p100,1918,0.7931
US,shweal992j,p90p100,1919,0.8081
US,shweal992j,p90p100,1920,0.7893
US,shweal992j,p90p100,1921,0.7888000000000001
US,shweal992j,p90p100,1922,0.7994
US,shweal992j,p90p100,1923,0.8045
US,shweal992j,p90p100,1924,0.8171
US,shweal992j,p90p100,1925,0.8268000000000001
US,shweal992j,p90p100,1926,0.8364
US,shweal992j,p90p100,1927,0.8471000000000001
US,shweal992j,p90p100,1928,0.8491000000000001
US,shweal992j,p90p100,1929,0.8486
US,shweal992j,p90p100,1930,0.8531000000000001
US,shweal992j,p90p100,1931,0.8510000000000001
US,shweal992j,p90p100,1932,0.8559
US,shweal992j,p90p100,1933,0.8527
US,shweal992j,p90p100,1934,0.8367
US,shweal992j,p90p100,1935,0.8232
US,shweal992j,p90p100,1936,0.8271000000000001
US,shweal992j,p90p100,1937,0.8098000000000001
US,shweal992j,p90p100,1938,0.8065
US,shweal992j,p90p100,1939,0.8097000000000001
US,shweal992j,p90p100,1940,0.7805000000000001
US,shweal992j,p90p100,1941,0.7554000000000001
US,shweal992j,p90p100,1942,0.7372000000000001
US,shweal992j,p90p100,1943,0.7408
US,shweal992j,p90p100,1944,0.7178
US,shweal992j,p90p100,1945,0.7237
US,shweal992j,p90p100,1946,0.7212000000000001
US,shweal992j,p90p100,1947,0.7079000000000001
US,shweal992j,p90p100,1948,0.6945
US,shweal992j,p90p100,1949,0.6867000000000001
US,shweal992j,p90p100,1950,0.6902
US,shweal992j,p90p100,1951,0.6900000000000001
US,shweal992j,p90p100,1952,0.6872
US,shweal992j,p90p100,1953,0.6809000000000001
US,shweal992j,p90p100,1954,0.6849000000000001
US,shweal992j,p90p100,1955,0.6888000000000001
US,shweal992j,p90p100,1956,0.6922
US,shweal992j,p90p100,1957,0.6963
US,shweal992j,p90p100,1958,0.6952
US,shweal992j,p90p100,1959,0.7024
US,shweal992j,p90p100,1960,0.7050000000000001
US,shweal992j,p90p100,1961,0.7071000000000001
US,shweal992j,p90p100,1962,0.7119000000000001
US,shweal992j,p90p100,1963,0.7115
US,shweal992j,p90p100,1964,0.7111000000000001
US,shweal992j,p90p100,1965,0.7069000000000001
US,shweal992j,p90p100,1966,0.7029000000000001
US,shweal992j,p90p100,1967,0.6930000000000001
US,shweal992j,p90p100,1968,0.7086
US,shweal992j,p90p100,1969,0.6825
US,shweal992j,p90p100,1970,0.6953
US,shweal992j,p90p100,1971,0.6818000000000001
US,shweal992j,p90p100,1972,0.6933
US,shweal992j,p90p100,1973,0.6824
US,shweal992j,p90p100,1974,0.6665
US,shweal992j,p90p100,1975,0.6702
US,shweal992j,p90p100,1976,0.6535000000000001
US,shweal992j,p90p100,1977,0.6593
US,shweal992j,p90p100,1978,0.6391
US,shweal992j,p90p100,1979,0.6537000000000001
US,shweal992j,p90p100,1980,0.6499
US,shweal992j,p90p100,1981,0.6459
US,shweal992j,p90p100,1982,0.6354000000000001
US,shweal992j,p90p100,1983,0.6301
US,shweal992j,p90p100,1984,0.6324000000000001
US,shweal992j,p90p100,1985,0.6271
US,shweal992j,p90p100,1986,0.6292
US,shweal992j,p90p100,1987,0.6334000000000001
US,shweal992j,p90p100,1988,0.646
US,shweal992j,p90p100,1989,0.6482
US,shweal992j,p90p100,1990,0.6509
US,shweal992j,p90p100,1991,0.6517000000000001
US,shweal992j,p90p100,1992,0.6649
US,shweal992j,p90p100,1993,0.6656000000000001
US,shweal992j,p90p100,1994,0.6678000000000001
US,shweal992j,p90p100,1995,0.6712
US,shweal992j,p90p100,1996,0.6732
US,shweal992j,p90p100,1997,0.68
US,shweal992j,p90p100,1998,0.6864
US,shweal992j,p90p100,1999,0.6862
US,shweal992j,p90p100,2000,0.6865
US,shweal992j,p90p100,2001,0.6819000000000001
US,shweal992j,p90p100,2002,0.6815
US,shweal992j,p90p100,2003,0.6817000000000001
US,shweal992j,p90p100,2004,0.6867000000000001
US,shweal992j,p90p100,2005,0.6863
US,shweal992j,p90p100,2006,0.6877
US,shweal992j,p90p100,2007,0.6967
US,shweal992j,p90p100,2008,0.7118
US,shweal992j,p90p100,2009,0.7168
US,shweal992j,p90p100,2010,0.7298
US,shweal992j,p90p100,2011,0.7353000000000001
US,shweal992j,p90p100,2012,0.7433000000000001
US,shweal992j,p90p100,2013,0.7391000000000001
US,shweal992j,p90p100,2014,0.7363000000000001
US,shweal992j,p90p100,2015,0.7321000000000001
US,shweal992j,p90p100,2016,0.7278
US,shweal992j,p90p100,2017,0.7184
US,shweal992j,p90p100,2018,0.7165
US,shweal992j,p90p100,2019,0.7141000000000001
US,shweal992j,p90p100,2020,0.7103
US,shweal992j,p90p100,2021,0.7085
US,shweal992j,p90p100,2022,0.6962
US,shweal992j,p90p100,2023,0.6954
US,shweal992j,p90p100,2024,0.6954
US,shweal992j,p99p100,1820,0.446
US,shweal992j,p99p100,1850,0.4979
US,shweal992j,p99p100,1880,0.4011
US,shweal992j,p99p100,1900,0.4245
US,shweal992j,p99p100,1910,0.4665
US,shweal992j,p99p100,1913,0.4663
US,shweal992j,p99p100,1914,0.4611
US,shweal992j,p99p100,1915,0.4614
US,shweal992j,p99p100,1916,0.4446
US,shweal992j,p99p100,1917,0.42
US,shweal992j,p99p100,1918,0.3843
US,shweal992j,p99p100,1919,0.4127
US,shweal992j,p99p100,1920,0.3696
US,shweal992j,p99p100,1921,0.3813
US,shweal992j,p99p100,1922,0.4112
US,shweal992j,p99p100,1923,0.3656
US,shweal992j,p99p100,1924,0.3861
US,shweal992j,p99p100,1925,0.4189
US,shweal992j,p99p100,1926,0.435
US,shweal992j,p99p100,1927,0.4587
US,shweal992j,p99p100,1928,0.4855
US,shweal992j,p99p100,1929,0.4867
US,shweal992j,p99p100,1930,0.4417
US,shweal992j,p99p100,1931,0.3961
US,shweal992j,p99p100,1932,0.3938
US,shweal992j,p99p100,1933,0.415
US,shweal992j,p99p100,1934,0.4213
US,shweal992j,p99p100,1935,0.4154
US,shweal992j,p99p100,1936,0.4396
US,shweal992j,p99p100,1937,0.4473
US,shweal992j,p99p100,1938,0.4085
US,shweal992j,p99p100,1939,0.419
US,shweal992j,p99p100,1940,0.3898
US,shweal992j,p99p100,1941,0.3588
US,shweal992j,p99p100,1942,0.3538
US,shweal992j,p99p100,1943,0.3554
US,shweal992j,p99p100,1944,0.3285
US,shweal992j,p99p100,1945,0.3301
US,shweal992j,p99p100,1946,0.3089
US,shweal992j,p99p100,1947,0.2975
US,shweal992j,p99p100,1948,0.292
US,shweal992j,p99p100,1949,0.2836
US,shweal992j,p99p100,1950,0.296
US,shweal992j,p99p100,1951,0.2914
US,shweal992j,p99p100,1952,0.2882
US,shweal992j,p99p100,1953,0.2763
US,shweal992j,p99p100,1954,0.2823
US,shweal992j,p99p100,1955,0.2848
US,shweal992j,p99p100,1956,0.2879
US,shweal992j,p99p100,1957,0.2842
US,shweal992j,p99p100,1958,0.2797
US,shweal992j,p99p100,1959,0.2855
US,shweal992j,p99p100,1960,0.2854
US,shweal992j,p99p100,1961,0.287
US,shweal992j,p99p100,1962,0.2866
US,shweal992j,p99p100,1963,0.2834
US,shweal992j,p99p100,1964,0.2803
US,shweal992j,p99p100,1965,0.279
US,shweal992j,p99p100,1966,0.2777
US,shweal992j,p99p100,1967,0.2766
US,shweal992j,p99p100,1968,0.2921
US,shweal992j,p99p100,1969,0.2738
US,shweal992j,p99p100,1970,0.2667
US,shweal992j,p99p100,1971,0.2662
US,shweal992j,p99p100,1972,0.2644
US,shweal992j,p99p100,1973,0.2531
US,shweal992j,p99p100,1974,0.2406
US,shweal992j,p99p100,1975,0.237
US,shweal992j,p99p100,1976,0.226
US,shweal992j,p99p100,1977,0.2268
US,shweal992j,p99p100,1978,0.2179
US,shweal992j,p99p100,1979,0.2323
US,shweal992j,p99p100,1980,0.2323
US,shweal992j,p99p100,1981,0.2389
US,shweal992j,p99p100,1982,0.245
US,shweal992j,p99p100,1983,0.2396
US,shweal992j,p99p100,1984,0.2416
US,shweal992j,p99p100,1985,0.2419
US,shweal992j,p99p100,1986,0.2492
US,shweal992j,p99p100,1987,0.2657
US,shweal992j,p99p100,1988,0.2844
US,shweal992j,p99p100,1989,0.2885
US,shweal992j,p99p100,1990,0.2905
US,shweal992j,p99p100,1991,0.2857
US,shweal992j,p99p100,1992,0.2951
US,shweal992j,p99p100,1993,0.2906
US,shweal992j,p99p100,1994,0.2928
US,shweal992j,p99p100,1995,0.293
US,shweal992j,p99p100,1996,0.2965
US,shweal992j,p99p100,1997,0.3047
US,shweal992j,p99p100,1998,0.3148
US,shweal992j,p99p100,1999,0.3181
US,shweal992j,p99p100,2000,0.3234
US,shweal992j,p99p100,2001,0.3214
US,shweal992j,p99p100,2002,0.3147
US,shweal992j,p99p100,2003,0.311
US,shweal992j,p99p100,2004,0.3169
US,shweal992j,p99p100,2005,0.3232
US,shweal992j,p99p100,2006,0.3271
US,shweal992j,p99p100,2007,0.334
US,shweal992j,p99p100,2008,0.3399
US,shweal992j,p99p100,2009,0.3312
US,shweal992j,p99p100,2010,0.3462
US,shweal992j,p99p100,2011,0.3528
US,shweal992j,p99p100,2012,0.3662
US,shweal992j,p99p100,2013,0.3564
US,shweal992j,p99p100,2014,0.3583
US,shweal992j,p99p100,2015,0.3581
US,shweal992j,p99p100,2016,0.355
US,shweal992j,p99p100,2017,0.3548
US,shweal992j,p99p100,2018,0.352
US,shweal992j,p99p100,2019,0.3485
US,shweal992j,p99p100,2020,0.3513
US,shweal992j,p99p100,2021,0.3626
US,shweal992j,p99p100,2022,0.3489
US,shweal992j,p99p100,2023,0.3478
US,shweal992j,p99p100,2024,0.3478
US,shweal992m,p0p50,1962,0.0127
US,shweal992m,p0p50,1963,0.0113
US,shweal992m,p0p50,1964,0.0101
US,shweal992m,p0p50,1965,0.0105
US,shweal992m,p0p50,1966,0.0109
US,shweal992m,p0p50,1967,0.0082
US,shweal992m,p0p50,1968,0.0081
US,shweal992m,p0p50,1969,0.0089
US,shweal992m,p0p50,1970,0.0092
US,shweal992m,p0p50,1971,0.0098
US,shweal992m,p0p50,1972,0.0109
US,shweal992m,p0p50,1973,0.0091
US,shweal992m,p0p50,1974,0.0058
US,shweal992m,p0p50,1975,0.0082
US,shweal992m,p0p50,1976,0.0094
US,shweal992m,p0p50,1977,0.0093
US,shweal992m,p0p50,1978,0.0079
US,shweal992m,p0p50,1979,0.0081
US,shweal992m,p0p50,1980,0.0094
US,shweal992m,p0p50,1981,0.0113
US,shweal992m,p0p50,1982,0.0164
US,shweal992m,p0p50,1983,0.0181
US,shweal992m,p0p50,1984,0.0139
US,shweal992m,p0p50,1985,0.0161
US,shweal992m,p0p50,1986,0.0166
US,shweal992m,p0p50,1987,0.0193
US,shweal992m,p0p50,1988,0.0184
US,shweal992m,p0p50,1989,0.0186
US,shweal992m,p0p50,1990,0.0173
US,shweal992m,p0p50,1991,0.017
US,shweal992m,p0p50,1992,0.0145
US,shweal992m,p0p50,1993,0.0145
US,shweal992m,p0p50,1994,0.0127
US,shweal992m,p0p50,1995,0.0109
US,shweal992m,p0p50,1996,0.0088
US,shweal992m,p0p50,1997,0.0074
US,shweal992m,p0p50,1998,0.0071
US,shweal992m,p0p50,1999,0.0083
US,shweal992m,p0p50,2000,0.0074
US,shweal992m,p0p50,2001,0.0076
US,shweal992m,p0p50,2002,0.0074
US,shweal992m,p0p50,2003,0.0053
US,shweal992m,p0p50,2004,0.0052
US,shweal992m,p0p50,2005,0.0057
US,shweal992m,p0p50,2006,0.0023
US,shweal992m,p0p50,2007,-0.0038
US,shweal992m,p0p50,2008,-0.0123
US,shweal992m,p0p50,2009,-0.0178
US,shweal992m,p0p50,2010,-0.0185
US,shweal992m,p0p50,2011,-0.0181
US,shweal992m,p0p50,2012,-0.0167
US,shweal992m,p0p50,2013,-0.0117
US,shweal992m,p0p50,2014,-0.0075
US,shweal992m,p0p50,2015,-0.005
US,shweal992m,p0p50,2016,-0.0034
US,shweal992m,p0p50,2017,-2e-4
US,shweal992m,p0p50,2018,7e-4
US,shweal992m,p0p50,2019,0.0023
US,shweal992m,p50p90,1962,0.282
US,shweal992m,p50p90,1963,0.2887
US,shweal992m,p50p90,1964,0.2953
US,shweal992m,p50p90,1965,0.2965
US,shweal992m,p50p90,1966,0.2977
US,shweal992m,p50p90,1967,0.311
US,shweal992m,p50p90,1968,0.3116
US,shweal992m,p50p90,1969,0.3232
US,shweal992m,p50p90,1970,0.316
US,shweal992m,p50p90,1971,0.3216
US,shweal992m,p50p90,1972,0.3178
US,shweal992m,p50p90,1973,0.3213
US,shweal992m,p50p90,1974,0.34
US,shweal992m,p50p90,1975,0.3467
US,shweal992m,p50p90,1976,0.347
US,shweal992m,p50p90,1977,0.3465
US,shweal992m,p50p90,1978,0.3515
US,shweal992m,p50p90,1979,0.344
US,shweal992m,p50p90,1980,0.3499
US,shweal992m,p50p90,1981,0.353
US,shweal992m,p50p90,1982,0.3552
US,shweal992m,p50p90,1983,0.3607
US,shweal992m,p50p90,1984,0.3753
US,shweal992m,p50p90,1985,0.3696
US,shweal992m,p50p90,1986,0.3674
US,shweal992m,p50p90,1987,0.3563
US,shweal992m,p50p90,1988,0.3396
US,shweal992m,p50p90,1989,0.3433
US,shweal992m,p50p90,1990,0.3374
US,shweal992m,p50p90,1991,0.3365
US,shweal992m,p50p90,1992,0.322
US,shweal992m,p50p90,1993,0.3146
US,shweal992m,p50p90,1994,0.3167
US,shweal992m,p50p90,1995,0.3149
US,shweal992m,p50p90,1996,0.3213
US,shweal992m,p50p90,1997,0.3077
US,shweal992m,p50p90,1998,0.3052
US,shweal992m,p50p90,1999,0.3029
US,shweal992m,p50p90,2000,0.3054
US,shweal992m,p50p90,2001,0.3064
US,shweal992m,p50p90,2002,0.3081
US,shweal992m,p50p90,2003,0.3105
US,shweal992m,p50p90,2004,0.3076
US,shweal992m,p50p90,2005,0.3057
US,shweal992m,p50p90,2006,0.3103
US,shweal992m,p50p90,2007,0.308
US,shweal992m,p50p90,2008,0.3036
US,shweal992m,p50p90,2009,0.3006
US,shweal992m,p50p90,2010,0.2935
US,shweal992m,p50p90,2011,0.2805
US,shweal992m,p50p90,2012,0.2756
US,shweal992m,p50p90,2013,0.2694
US,shweal992m,p50p90,2014,0.2674
US,shweal992m,p50p90,2015,0.2679
US,shweal992m,p50p90,2016,0.27
US,shweal992m,p50p90,2017,0.2821
US,shweal992m,p50p90,2018,0.2829
US,shweal992m,p50p90,2019,0.2839
US,shweal992m,p90p100,1962,0.7032
US,shweal992m,p90p100,1963,0.7035
US,shweal992m,p90p100,1964,0.7038
US,shweal992m,p90p100,1965,0.7
US,shweal992m,p90p100,1966,0.6964
US,shweal992m,p90p100,1967,0.6908
US,shweal992m,p90p100,1968,0.6929
US,shweal992m,p90p100,1969,0.6836
US,shweal992m,p90p100,1970,0.6851
US,shweal992m,p90p100,1971,0.6813
US,shweal992m,p90p100,1972,0.6835
US,shweal992m,p90p100,1973,0.675
US,shweal992m,p90p100,1974,0.6679
US,shweal992m,p90p100,1975,0.6632
US,shweal992m,p90p100,1976,0.654
US,shweal992m,p90p100,1977,0.6499
US,shweal992m,p90p100,1978,0.6434
US,shweal992m,p90p100,1979,0.6536
US,shweal992m,p90p100,1980,0.6486
US,shweal992m,p90p100,1981,0.6461
US,shweal992m,p90p100,1982,0.6341
US,shweal992m,p90p100,1983,0.6291
US,shweal992m,p90p100,1984,0.6327
US,shweal992m,p90p100,1985,0.6269
US,shweal992m,p90p100,1986,0.6277
US,shweal992m,p90p100,1987,0.6344
US,shweal992m,p90p100,1988,0.6495
US,shweal992m,p90p100,1989,0.6493
US,shweal992m,p90p100,1990,0.6541
US,shweal992m,p90p100,1991,0.6541
US,shweal992m,p90p100,1992,0.6689
US,shweal992m,p90p100,1993,0.6672
US,shweal992m,p90p100,1994,0.6673
US,shweal992m,p90p100,1995,0.6705
US,shweal992m,p90p100,1996,0.6747
US,shweal992m,p90p100,1997,0.6806
US,shweal992m,p90p100,1998,0.6869
US,shweal992m,p90p100,1999,0.6882
US,shweal992m,p90p100,2000,0.687
US,shweal992m,p90p100,2001,0.6842
US,shweal992m,p90p100,2002,0.682
US,shweal992m,p90p100,2003,0.6842
US,shweal992m,p90p100,2004,0.6879
US,shweal992m,p90p100,2005,0.6877
US,shweal992m,p90p100,2006,0.6936
US,shweal992m,p90p100,2007,0.7022
US,shweal992m,p90p100,2008,0.7177
US,shweal992m,p90p100,2009,0.722
US,shweal992m,p90p100,2010,0.7356
US,shweal992m,p90p100,2011,0.7425
US,shweal992m,p90p100,2012,0.7503
US,shweal992m,p90p100,2013,0.7432
US,shweal992m,p90p100,2014,0.7393
US,shweal992m,p90p100,2015,0.7366
US,shweal992m,p90p100,2016,0.7314
US,shweal992m,p90p100,2017,0.725
US,shweal992m,p90p100,2018,0.7231
US,shweal992m,p90p100,2019,0.7203
US,shweal992m,p99p100,1962,0.2818
US,shweal992m,p99p100,1963,0.2803
US,shweal992m,p99p100,1964,0.2789
US,shweal992m,p99p100,1965,0.2778
US,shweal992m,p99p100,1966,0.2768
US,shweal992m,p99p100,1967,0.2774
US,shweal992m,p99p100,1968,0.2826
US,shweal992m,p99p100,1969,0.2734
US,shweal992m,p99p100,1970,0.2672
US,shweal992m,p99p100,1971,0.2648
US,shweal992m,p99p100,1972,0.2616
US,shweal992m,p99p100,1973,0.2526
US,shweal992m,p99p100,1974,0.2451
US,shweal992m,p99p100,1975,0.2371
US,shweal992m,p99p100,1976,0.2295
US,shweal992m,p99p100,1977,0.2254
US,shweal992m,p99p100,1978,0.2231
US,shweal992m,p99p100,1979,0.2337
US,shweal992m,p99p100,1980,0.2327
US,shweal992m,p99p100,1981,0.241
US,shweal992m,p99p100,1982,0.246
US,shweal992m,p99p100,1983,0.2425
US,shweal992m,p99p100,1984,0.2443
US,shweal992m,p99p100,1985,0.2449
US,shweal992m,p99p100,1986,0.2495
US,shweal992m,p99p100,1987,0.2697
US,shweal992m,p99p100,1988,0.2904
US,shweal992m,p99p100,1989,0.293
US,shweal992m,p99p100,1990,0.295
US,shweal992m,p99p100,1991,0.2901
US,shweal992m,p99p100,1992,0.3035
US,shweal992m,p99p100,1993,0.2964
US,shweal992m,p99p100,1994,0.2961
US,shweal992m,p99p100,1995,0.2975
US,shweal992m,p99p100,1996,0.306
US,shweal992m,p99p100,1997,0.3123
US,shweal992m,p99p100,1998,0.3253
US,shweal992m,p99p100,1999,0.3308
US,shweal992m,p99p100,2000,0.3323
US,shweal992m,p99p100,2001,0.3298
US,shweal992m,p99p100,2002,0.3207
US,shweal992m,p99p100,2003,0.3204
US,shweal992m,p99p100,2004,0.3252
US,shweal992m,p99p100,2005,0.3317
US,shweal992m,p99p100,2006,0.3393
US,shweal992m,p99p100,2007,0.3437
US,shweal992m,p99p100,2008,0.3513
US,shweal992m,p99p100,2009,0.3433
US,shweal992m,p99p100,2010,0.3584
US,shweal992m,p99p100,2011,0.3651
US,shweal992m,p99p100,2012,0.3794
US,shweal992m,p99p100,2013,0.3672
US,shweal992m,p99p100,2014,0.3677
US,shweal992m,p99p100,2015,0.3695
US,shweal992m,p99p100,2016,0.3659
US,shweal992m,p99p100,2017,0.3662
US,shweal992m,p99p100,2018,0.3629
US,shweal992m,p99p100,2019,0.3592
US,shweal992t,p0p50,1962,0.007
US,shweal992t,p0p50,1963,0.0062
US,shweal992t,p0p50,1964,0.0053
US,shweal992t,p0p50,1965,0.0051
US,shweal992t,p0p50,1966,0.0051
US,shweal992t,p0p50,1967,0.0023
US,shweal992t,p0p50,1968,0.0024
US,shweal992t,p0p50,1969,0.0026
US,shweal992t,p0p50,1970,0.003
US,shweal992t,p0p50,1971,0.0028
US,shweal992t,p0p50,1972,0.0035
US,shweal992t,p0p50,1973,0.0015
US,shweal992t,p0p50,1974,-0.0013
US,shweal992t,p0p50,1975,8e-4
US,shweal992t,p0p50,1976,0.0015
US,shweal992t,p0p50,1977,0.0013
US,shweal992t,p0p50,1978,-1e-4
US,shweal992t,p0p50,1979,2e-4
US,shweal992t,p0p50,1980,0.001
US,shweal992t,p0p50,1981,0.0025
US,shweal992t,p0p50,1982,0.0056
US,shweal992t,p0p50,1983,0.0067
US,shweal992t,p0p50,1984,0.004
US,shweal992t,p0p50,1985,0.0048
US,shweal992t,p0p50,1986,0.0051
US,shweal992t,p0p50,1987,0.0071
US,shweal992t,p0p50,1988,0.0072
US,shweal992t,p0p50,1989,0.0074
US,shweal992t,p0p50,1990,0.0059
US,shweal992t,p0p50,1991,0.0056
US,shweal992t,p0p50,1992,0.0035
US,shweal992t,p0p50,1993,0.0037
US,shweal992t,p0p50,1994,0.0018
US,shweal992t,p0p50,1995,3e-4
US,shweal992t,p0p50,1996,-0.0014
US,shweal992t,p0p50,1997,-0.0031
US,shweal992t,p0p50,1998,-0.0034
US,shweal992t,p0p50,1999,-0.0027
US,shweal992t,p0p50,2000,-0.0035
US,shweal992t,p0p50,2001,-0.0038
US,shweal992t,p0p50,2002,-0.0037
US,shweal992t,p0p50,2003,-0.0045
US,shweal992t,p0p50,2004,-0.0046
US,shweal992t,p0p50,2005,-0.0041
US,shweal992t,p0p50,2006,-0.0065
US,shweal992t,p0p50,2007,-0.0115
US,shweal992t,p0p50,2008,-0.0186
US,shweal992t,p0p50,2009,-0.0238
US,shweal992t,p0p50,2010,-0.0234
US,shweal992t,p0p50,2011,-0.0228
US,shweal992t,p0p50,2012,-0.0217
US,shweal992t,p0p50,2013,-0.0174
US,shweal992t,p0p50,2014,-0.0138
US,shweal992t,p0p50,2015,-0.0118
US,shweal992t,p0p50,2016,-0.0106
US,shweal992t,p0p50,2017,-0.0082
US,shweal992t,p0p50,2018,-0.0076
US,shweal992t,p0p50,2019,-0.0063
US,shweal992t,p50p90,1962,0.1778
US,shweal992t,p50p90,1963,0.1807
US,shweal992t,p50p90,1964,0.1794
US,shweal992t,p50p90,1965,0.1791
US,shweal992t,p50p90,1966,0.1852
US,shweal992t,p50p90,1967,0.1861
US,shweal992t,p50p90,1968,0.187
US,shweal992t,p50p90,1969,0.192
US,shweal992t,p50p90,1970,0.1928
US,shweal992t,p50p90,1971,0.1951
US,shweal992t,p50p90,1972,0.1966
US,shweal992t,p50p90,1973,0.2035
US,shweal992t,p50p90,1974,0.2121
US,shweal992t,p50p90,1975,0.2149
US,shweal992t,p50p90,1976,0.2207
US,shweal992t,p50p90,1977,0.2262
US,shweal992t,p50p90,1978,0.2333
US,shweal992t,p50p90,1979,0.2291
US,shweal992t,p50p90,1980,0.2323
US,shweal992t,p50p90,1981,0.2347
US,shweal992t,p50p90,1982,0.2396
US,shweal992t,p50p90,1983,0.2433
US,shweal992t,p50p90,1984,0.2442
US,shweal992t,p50p90,1985,0.2462
US,shweal992t,p50p90,1986,0.248
US,shweal992t,p50p90,1987,0.2449
US,shweal992t,p50p90,1988,0.2373
US,shweal992t,p50p90,1989,0.2376
US,shweal992t,p50p90,1990,0.238
US,shweal992t,p50p90,1991,0.2386
US,shweal992t,p50p90,1992,0.2317
US,shweal992t,p50p90,1993,0.2308
US,shweal992t,p50p90,1994,0.2321
US,shweal992t,p50p90,1995,0.2316
US,shweal992t,p50p90,1996,0.2317
US,shweal992t,p50p90,1997,0.2286
US,shweal992t,p50p90,1998,0.225
US,shweal992t,p50p90,1999,0.225
US,shweal992t,p50p90,2000,0.2255
US,shweal992t,p50p90,2001,0.2291
US,shweal992t,p50p90,2002,0.2297
US,shweal992t,p50p90,2003,0.2302
US,shweal992t,p50p90,2004,0.2276
US,shweal992t,p50p90,2005,0.228
US,shweal992t,p50p90,2006,0.2291
US,shweal992t,p50p90,2007,0.2272
US,shweal992t,p50p90,2008,0.223
US,shweal992t,p50p90,2009,0.2231
US,shweal992t,p50p90,2010,0.2147
US,shweal992t,p50p90,2011,0.2111
US,shweal992t,p50p90,2012,0.2043
US,shweal992t,p50p90,2013,0.2039
US,shweal992t,p50p90,2014,0.2038
US,shweal992t,p50p90,2015,0.2055
US,shweal992t,p50p90,2016,0.2086
US,shweal992t,p50p90,2017,0.2104
US,shweal992t,p50p90,2018,0.2113
US,shweal992t,p50p90,2019,0.2108
US,shweal992t,p90p100,1913,0.8126
US,shweal992t,p90p100,1914,0.8113
US,shweal992t,p90p100,1915,0.8072
US,shweal992t,p90p100,1916,0.8076
US,shweal992t,p90p100,1917,0.8097
US,shweal992t,p90p100,1918,0.8129
US,shweal992t,p90p100,1919,0.8254
US,shweal992t,p90p100,1920,0.8091
US,shweal992t,p90p100,1921,0.8079
US,shweal992t,p90p100,1922,0.8169
US,shweal992t,p90p100,1923,0.8203
US,shweal992t,p90p100,1924,0.8321
US,shweal992t,p90p100,1925,0.8402
US,shweal992t,p90p100,1926,0.8495
US,shweal992t,p90p100,1927,0.8598
US,shweal992t,p90p100,1928,0.8618
US,shweal992t,p90p100,1929,0.8615
US,shweal992t,p90p100,1930,0.8654
US,shweal992t,p90p100,1931,0.8636
US,shweal992t,p90p100,1932,0.8682
US,shweal992t,p90p100,1933,0.8636
US,shweal992t,p90p100,1934,0.8489
US,shweal992t,p90p100,1935,0.8371
US,shweal992t,p90p100,1936,0.8405
US,shweal992t,p90p100,1937,0.8241
US,shweal992t,p90p100,1938,0.8205
US,shweal992t,p90p100,1939,0.8231
US,shweal992t,p90p100,1940,0.7946
US,shweal992t,p90p100,1941,0.7697
US,shweal992t,p90p100,1942,0.7524
US,shweal992t,p90p100,1943,0.7553
US,shweal992t,p90p100,1944,0.7357
US,shweal992t,p90p100,1945,0.7405
US,shweal992t,p90p100,1946,0.73740000000000006
US,shweal992t,p90p100,1947,0.7252
US,shweal992t,p90p100,1948,0.7135
US,shweal992t,p90p100,1949,0.7067
US,shweal992t,p90p100,1950,0.71
US,shweal992t,p90p100,1951,0.7098
US,shweal992t,p90p100,1952,0.7069
US,shweal992t,p90p100,1953,0.7009
US,shweal992t,p90p100,1954,0.7044
US,shweal992t,p90p100,1955,0.7079
US,shweal992t,p90p100,1956,0.7112
US,shweal992t,p90p100,1957,0.7155
US,shweal992t,p90p100,1958,0.7146
US,shweal992t,p90p100,1959,0.721
US,shweal992t,p90p100,1960,0.7236
US,shweal992t,p90p100,1961,0.7256
US,shweal992t,p90p100,1962,0.7308
US,shweal992t,p90p100,1963,0.729
US,shweal992t,p90p100,1964,0.7272
US,shweal992t,p90p100,1965,0.7234
US,shweal992t,p90p100,1966,0.7196
US,shweal992t,p90p100,1967,0.7139
US,shweal992t,p90p100,1968,0.7136
US,shweal992t,p90p100,1969,0.704
US,shweal992t,p90p100,1970,0.707
US,shweal992t,p90p100,1971,0.7055
US,shweal992t,p90p100,1972,0.7101
US,shweal992t,p90p100,1973,0.7031
US,shweal992t,p90p100,1974,0.6952
US,shweal992t,p90p100,1975,0.6916
US,shweal992t,p90p100,1976,0.6851
US,shweal992t,p90p100,1977,0.6832
US,shweal992t,p90p100,1978,0.6779
US,shweal992t,p90p100,1979,0.687
US,shweal992t,p90p100,1980,0.6841
US,shweal992t,p90p100,1981,0.6799
US,shweal992t,p90p100,1982,0.6697
US,shweal992t,p90p100,1983,0.6634
US,shweal992t,p90p100,1984,0.6658
US,shweal992t,p90p100,1985,0.6621
