participant_id,condition,video_type,deepfake_true,deepfake_perceived,correct,reaction_time_ms,engagement_rating,EEG_attention,content_recall
37,Familiar,Political,1,0,0,914,5.2,0.371,0
37,Familiar,Educational,1,1,1,977,5.9,0.536,0
37,Familiar,Educational,1,0,0,475,6.2,0.527,0
37,Familiar,Entertainment,0,0,1,556,8.9,0.501,0
37,Familiar,Entertainment,0,1,0,1627,8.2,0.428,0
37,Familiar,Entertainment,1,1,1,750,5.8,0.436,0
37,Familiar,Entertainment,0,0,1,360,9.1,0.411,0
38,Familiar,Entertainment,0,0,1,829,6.1,0.455,0
38,Familiar,Entertainment,0,0,1,556,10.0,0.525,1
38,Familiar,Educational,1,1,1,692,6.5,0.627,1
38,Familiar,Educational,0,0,1,343,5.8,0.662,1
38,Familiar,Entertainment,0,0,1,426,8.0,0.447,0
38,Familiar,Entertainment,0,0,1,706,8.0,0.69,0
38,Familiar,Educational,0,0,1,828,6.0,0.579,1
38,Familiar,Entertainment,0,1,0,1065,9.7,0.421,1
38,Familiar,Entertainment,0,0,1,320,6.6,0.642,1
38,Familiar,Political,0,1,0,492,7.4,0.496,0
38,Familiar,Entertainment,0,1,0,467,7.7,0.716,0
38,Familiar,Political,1,1,1,909,7.0,0.416,0
39,Familiar,Entertainment,1,1,1,508,8.8,0.444,0
39,Familiar,Political,0,0,1,640,6.6,0.349,0
39,Familiar,Entertainment,0,0,1,420,9.7,0.538,0
39,Familiar,Educational,1,1,1,1346,6.8,0.563,0
39,Familiar,Political,0,0,1,1017,6.1,0.525,1
39,Familiar,Entertainment,1,1,1,722,6.2,0.498,1
39,Familiar,Educational,0,0,1,531,8.5,0.397,0
39,Familiar,Educational,0,0,1,304,7.7,0.417,0
39,Familiar,Entertainment,0,0,1,684,8.1,0.504,1
39,Familiar,Educational,1,0,0,1249,6.1,0.609,1
39,Familiar,Educational,0,0,1,729,6.0,0.647,1
39,Familiar,Entertainment,0,0,1,978,8.1,0.533,0
40,Unfamiliar,Political,0,0,1,708,3.5,0.687,1
40,Unfamiliar,Entertainment,0,0,1,1029,5.3,0.63,0
40,Unfamiliar,Political,0,0,1,1040,6.3,0.484,1
40,Unfamiliar,Political,1,1,1,974,6.0,0.773,0
40,Unfamiliar,Educational,0,0,1,810,5.9,0.584,0
40,Unfamiliar,Entertainment,0,0,1,1013,7.2,0.571,0
40,Unfamiliar,Entertainment,1,0,0,1436,6.1,0.717,0
40,Unfamiliar,Educational,0,1,0,686,6.1,0.635,0
40,Unfamiliar,Political,0,0,1,595,3.8,0.591,0
40,Unfamiliar,Entertainment,0,1,0,1572,8.9,0.562,0
40,Unfamiliar,Political,0,1,0,1074,3.3,0.689,1
40,Unfamiliar,Educational,0,1,0,1159,5.8,0.635,0
41,Unfamiliar,Entertainment,1,1,1,1185,7.2,0.659,1
41,Unfamiliar,Entertainment,0,0,1,780,7.7,0.85,1
41,Unfamiliar,Political,0,0,1,1588,4.7,0.583,0
41,Unfamiliar,Entertainment,1,1,1,639,2.1,0.724,0
41,Unfamiliar,Educational,1,0,0,1006,8.5,0.703,0
41,Unfamiliar,Entertainment,0,0,1,869,7.9,0.719,0
41,Unfamiliar,Educational,1,1,1,791,5.6,0.73,1
41,Unfamiliar,Entertainment,1,0,0,773,6.5,0.698,1
41,Unfamiliar,Entertainment,0,0,1,1066,5.0,0.66,1
41,Unfamiliar,Educational,0,0,1,1934,4.5,0.685,1
41,Unfamiliar,Educational,0,1,0,1328,4.7,0.798,1
41,Unfamiliar,Entertainment,0,0,1,855,5.1,0.496,1
42,Familiar,Educational,1,1,1,551,6.5,0.461,0
42,Familiar,Educational,1,1,1,326,6.0,0.544,0
42,Familiar,Entertainment,1,1,1,969,9.0,0.405,0
42,Familiar,Educational,0,0,1,767,8.4,0.634,0
42,Familiar,Entertainment,0,0,1,1083,7.3,0.428,0
42,Familiar,Entertainment,1,1,1,826,8.5,0.548,0
42,Familiar,Educational,0,0,1,780,5.9,0.639,0
42,Familiar,Entertainment,1,1,1,1220,8.5,0.527,0
42,Familiar,Entertainment,1,1,1,955,9.9,0.522,0
42,Familiar,Educational,0,0,1,1423,3.5,0.528,0
42,Familiar,Political,0,0,1,495,5.7,0.597,0
42,Familiar,Entertainment,0,1,0,1240,8.6,0.2,0
43,Unfamiliar,Entertainment,1,1,1,662,5.6,0.617,1
43,Unfamiliar,Entertainment,0,0,1,958,7.2,0.606,0
43,Unfamiliar,Educational,0,0,1,1215,5.8,0.475,0
43,Unfamiliar,Educational,1,1,1,2183,5.1,0.454,0
43,Unfamiliar,Educational,0,1,0,1077,7.9,0.595,0
43,Unfamiliar,Political,0,0,1,961,4.4,0.508,0
43,Unfamiliar,Entertainment,0,0,1,733,5.7,0.441,0
43,Unfamiliar,Educational,1,0,0,2444,7.9,0.423,0
43,Unfamiliar,Political,0,0,1,1637,3.0,0.629,1
43,Unfamiliar,Educational,1,1,1,1002,6.4,0.681,0
43,Unfamiliar,Political,1,0,0,650,3.2,0.789,1
43,Unfamiliar,Educational,0,1,0,1087,5.7,0.505,0
44,Unfamiliar,Political,1,1,1,821,4.4,0.641,1
44,Unfamiliar,Educational,1,0,0,919,3.7,0.612,0
44,Unfamiliar,Educational,0,0,1,1025,4.7,0.795,1
44,Unfamiliar,Entertainment,1,1,1,784,6.5,0.713,0
44,Unfamiliar,Political,0,0,1,1150,6.2,0.661,0
44,Unfamiliar,Educational,0,0,1,1190,5.8,0.66,1
44,Unfamiliar,Educational,0,1,0,1200,6.1,0.658,0
44,Unfamiliar,Educational,0,0,1,2357,6.2,0.764,1
44,Unfamiliar,Educational,1,1,1,1064,5.7,0.634,1
44,Unfamiliar,Educational,1,1,1,1410,5.5,0.667,1
44,Unfamiliar,Educational,0,0,1,1135,6.8,0.626,0
44,Unfamiliar,Educational,1,1,1,857,4.4,0.719,0
45,Familiar,Entertainment,0,1,0,640,6.5,0.511,0
45,Familiar,Entertainment,1,1,1,369,9.3,0.683,1
45,Familiar,Entertainment,0,0,1,723,6.9,0.525,0
45,Familiar,Educational,1,1,1,1643,8.8,0.671,1
45,Familiar,Political,1,1,1,351,5.4,0.514,0
45,Familiar,Educational,1,1,1,724,6.4,0.485,1
45,Familiar,Entertainment,1,1,1,446,9.9,0.5,0
45,Familiar,Political,0,0,1,2196,6.0,0.444,0
45,Familiar,Entertainment,0,0,1,632,6.5,0.535,0
45,Familiar,Entertainment,1,1,1,769,6.7,0.352,0
45,Familiar,Educational,0,1,0,314,7.2,0.315,0
45,Familiar,Entertainment,0,0,1,687,7.4,0.493,0
46,Unfamiliar,Entertainment,0,1,0,1003,7.0,0.365,1
46,Unfamiliar,Political,1,0,0,955,4.5,0.752,0
46,Unfamiliar,Political,0,0,1,1179,5.1,0.647,1
46,Unfamiliar,Entertainment,0,0,1,608,4.6,0.705,0
46,Unfamiliar,Political,0,0,1,896,4.5,0.396,0
46,Unfamiliar,Educational,1,0,0,2487,5.1,0.579,1
46,Unfamiliar,Educational,0,1,0,1651,5.4,0.532,0
46,Unfamiliar,Educational,1,0,0,1932,7.0,0.765,0
46,Unfamiliar,Entertainment,0,0,1,886,7.6,0.84,1
46,Unfamiliar,Educational,1,1,1,901,6.2,0.749,1
46,Unfamiliar,Entertainment,0,0,1,979,7.2,0.5,0
46,Unfamiliar,Educational,0,0,1,1286,4.8,0.897,1
47,Familiar,Political,0,0,1,1780,5.6,0.532,0
47,Familiar,Educational,1,1,1,2061,6.6,0.517,0
47,Familiar,Political,0,0,1,1046,7.0,0.526,0
47,Familiar,Educational,1,1,1,1278,6.7,0.435,0
47,Familiar,Educational,1,1,1,588,9.3,0.451,0
47,Familiar,Political,1,1,1,484,6.9,0.446,0
47,Familiar,Entertainment,1,1,1,477,8.2,0.441,0
47,Familiar,Entertainment,0,0,1,746,8.8,0.359,0
47,Familiar,Educational,0,0,1,1034,8.0,0.503,1
47,Familiar,Entertainment,1,1,1,448,9.1,0.493,1
47,Familiar,Educational,0,0,1,691,8.6,0.747,0
47,Familiar,Entertainment,1,1,1,397,8.0,0.344,0
48,Familiar,Entertainment,0,1,0,1743,7.1,0.597,1
48,Familiar,Educational,1,1,1,498,5.9,0.379,0
48,Familiar,Political,0,1,0,733,4.9,0.394,0
48,Familiar,Political,0,0,1,641,6.9,0.453,0
48,Familiar,Political,1,1,1,820,7.3,0.471,1
48,Familiar,Entertainment,0,0,1,348,9.2,0.499,1
48,Familiar,Entertainment,0,0,1,1287,6.3,0.453,0
48,Familiar,Entertainment,0,0,1,473,7.9,0.536,0
48,Familiar,Educational,0,0,1,571,7.2,0.41,0
48,Familiar,Educational,0,1,0,530,7.4,0.553,0
48,Familiar,Educational,1,1,1,839,6.8,0.51,0
48,Familiar,Entertainment,1,1,1,605,6.6,0.274,0
49,Unfamiliar,Political,0,0,1,1394,5.3,0.695,1
49,Unfamiliar,Political,0,1,0,591,6.1,0.675,1
49,Unfamiliar,Educational,0,1,0,818,4.4,0.745,1
49,Unfamiliar,Entertainment,0,0,1,1315,6.3,0.565,0
49,Unfamiliar,Educational,1,0,0,817,3.6,0.782,0
49,Unfamiliar,Educational,1,0,0,888,5.1,0.789,1
49,Unfamiliar,Political,1,0,0,894,5.3,0.375,0
49,Unfamiliar,Educational,0,0,1,1408,3.9,0.729,1
49,Unfamiliar,Educational,0,0,1,755,6.3,0.665,1
49,Unfamiliar,Entertainment,0,1,0,1549,7.3,0.78,1
49,Unfamiliar,Educational,1,1,1,1103,4.6,0.614,0
49,Unfamiliar,Political,0,0,1,1105,6.5,0.901,1
50,Unfamiliar,Entertainment,0,1,0,1463,6.6,0.467,0
50,Unfamiliar,Entertainment,1,1,1,2194,5.8,0.595,0
50,Unfamiliar,Entertainment,0,0,1,2359,7.6,0.625,1
50,Unfamiliar,Entertainment,1,1,1,648,4.5,0.597,1
50,Unfamiliar,Entertainment,1,1,1,704,5.5,0.646,1
50,Unfamiliar,Entertainment,1,0,0,700,7.2,0.623,1
50,Unfamiliar,Political,1,0,0,1545,4.8,0.589,1
50,Unfamiliar,Educational,0,0,1,1403,6.4,0.689,1
50,Unfamiliar,Entertainment,0,1,0,1697,5.0,0.695,0
50,Unfamiliar,Educational,0,0,1,1148,5.1,0.766,0
50,Unfamiliar,Educational,0,1,0,754,5.1,0.787,0
50,Unfamiliar,Educational,1,0,0,1544,4.4,0.584,0
51,Familiar,Entertainment,1,1,1,626,8.3,0.55,0
51,Familiar,Educational,0,1,0,1108,6.9,0.501,0
51,Familiar,Entertainment,1,1,1,371,8.7,0.511,0
51,Familiar,Educational,1,1,1,579,6.5,0.532,0
51,Familiar,Entertainment,1,1,1,939,9.3,0.498,0
51,Familiar,Educational,0,0,1,673,7.3,0.538,1
51,Familiar,Entertainment,0,0,1,1103,9.1,0.52,0
51,Familiar,Educational,0,1,0,672,7.0,0.552,0
51,Familiar,Educational,1,1,1,469,5.9,0.656,1
51,Familiar,Entertainment,1,1,1,444,6.9,0.296,0
51,Familiar,Educational,1,1,1,483,6.0,0.606,0
51,Familiar,Educational,0,1,0,465,6.8,0.503,0
52,Unfamiliar,Educational,0,0,1,741,4.0,0.803,0
52,Unfamiliar,Educational,1,1,1,1075,4.9,0.749,0
52,Unfamiliar,Educational,0,0,1,2294,6.7,0.721,0
52,Unfamiliar,Educational,0,1,0,845,5.4,0.828,1
52,Unfamiliar,Entertainment,0,1,0,1660,5.6,0.692,1
52,Unfamiliar,Educational,0,0,1,771,5.7,0.677,1
52,Unfamiliar,Political,0,1,0,1304,5.4,0.571,0
52,Unfamiliar,Entertainment,0,0,1,889,7.3,0.608,0
52,Unfamiliar,Educational,0,0,1,707,5.0,0.833,1
52,Unfamiliar,Political,0,1,0,1020,4.8,0.653,0
52,Unfamiliar,Educational,0,0,1,1198,5.9,0.637,0
52,Unfamiliar,Entertainment,0,0,1,819,7.1,0.713,0
53,Familiar,Entertainment,1,1,1,602,7.6,0.52,0
53,Familiar,Political,1,1,1,722,6.4,0.481,0
53,Familiar,Educational,0,0,1,765,7.1,0.648,1
53,Familiar,Political,0,0,1,490,7.9,0.505,0
53,Familiar,Educational,0,0,1,470,7.5,0.539,1
53,Familiar,Educational,0,0,1,1334,4.3,0.435,0
53,Familiar,Entertainment,1,0,0,2176,9.0,0.647,0
53,Familiar,Entertainment,0,1,0,1009,6.8,0.58,0
53,Familiar,Entertainment,0,0,1,824,6.5,0.393,0
53,Familiar,Educational,0,0,1,632,7.0,0.49,0
53,Familiar,Entertainment,0,1,0,621,9.7,0.477,0
53,Familiar,Entertainment,0,1,0,526,7.1,0.488,0
54,Familiar,Political,1,1,1,1104,6.7,0.572,0
54,Familiar,Entertainment,1,1,1,479,7.8,0.366,0
54,Familiar,Entertainment,0,0,1,786,9.4,0.378,0
54,Familiar,Entertainment,0,0,1,291,9.1,0.613,0
54,Familiar,Entertainment,0,0,1,2259,5.6,0.307,0
54,Familiar,Educational,0,1,0,905,4.5,0.612,0
54,Familiar,Political,1,1,1,325,7.0,0.457,0
54,Familiar,Political,0,0,1,440,6.1,0.581,0
54,Familiar,Entertainment,0,1,0,807,8.4,0.536,0
54,Familiar,Educational,0,0,1,2210,6.7,0.64,1
54,Familiar,Educational,1,1,1,567,5.1,0.555,0
54,Familiar,Entertainment,1,1,1,655,8.9,0.578,0
55,Unfamiliar,Entertainment,0,0,1,1902,8.0,0.552,0
55,Unfamiliar,Entertainment,1,0,0,1381,6.6,0.851,1
55,Unfamiliar,Entertainment,1,0,0,703,6.1,0.609,1
55,Unfamiliar,Entertainment,1,0,0,1182,6.2,0.784,0
55,Unfamiliar,Entertainment,1,1,1,928,9.0,0.554,0
55,Unfamiliar,Entertainment,0,0,1,1098,6.2,0.52,1
55,Unfamiliar,Educational,0,0,1,792,6.5,0.705,1
55,Unfamiliar,Educational,0,1,0,990,4.6,0.651,0
55,Unfamiliar,Political,0,1,0,1141,4.4,0.645,0
55,Unfamiliar,Political,0,1,0,1318,4.5,0.712,0
55,Unfamiliar,Political,0,0,1,859,6.3,0.498,0
55,Unfamiliar,Educational,0,0,1,845,5.0,0.641,0
56,Unfamiliar,Entertainment,0,0,1,1098,7.3,0.49,0
56,Unfamiliar,Educational,1,1,1,1463,4.7,0.513,0
56,Unfamiliar,Political,0,0,1,933,8.2,0.712,1
56,Unfamiliar,Political,0,1,0,1392,7.2,0.673,0
56,Unfamiliar,Educational,1,1,1,2392,5.4,0.774,0
56,Unfamiliar,Educational,1,1,1,770,5.5,0.679,0
56,Unfamiliar,Educational,1,0,0,1275,5.7,0.715,1
56,Unfamiliar,Educational,0,0,1,1136,5.3,0.732,1
56,Unfamiliar,Political,1,1,1,1665,4.4,0.491,1
56,Unfamiliar,Educational,1,1,1,793,5.7,0.656,0
56,Unfamiliar,Political,0,1,0,631,4.4,0.683,1
56,Unfamiliar,Political,0,0,1,807,5.2,0.537,1
57,Familiar,Educational,1,0,0,814,8.0,0.538,0
57,Familiar,Political,0,0,1,344,4.8,0.394,0
57,Familiar,Entertainment,0,0,1,460,9.7,0.378,0
57,Familiar,Entertainment,0,0,1,1080,9.6,0.556,0
57,Familiar,Entertainment,0,0,1,611,10.0,0.518,0
57,Familiar,Entertainment,0,0,1,2089,8.5,0.55,1
57,Familiar,Political,1,1,1,457,7.0,0.556,1
57,Familiar,Entertainment,0,1,0,1138,10.0,0.418,0
57,Familiar,Educational,0,0,1,843,6.0,0.494,0
57,Familiar,Entertainment,0,0,1,470,9.9,0.295,0
57,Familiar,Educational,1,1,1,373,5.9,0.595,0
57,Familiar,Entertainment,0,0,1,1222,8.9,0.391,0
58,Unfamiliar,Educational,0,1,0,913,2.8,0.568,1
58,Unfamiliar,Entertainment,0,0,1,734,7.5,0.609,0
58,Unfamiliar,Entertainment,0,1,0,962,6.5,0.685,1
58,Unfamiliar,Educational,0,0,1,1020,6.9,0.593,0
58,Unfamiliar,Educational,1,0,0,887,7.0,0.602,1
58,Unfamiliar,Entertainment,1,0,0,850,7.5,0.617,0
58,Unfamiliar,Entertainment,0,0,1,996,4.6,0.688,0
58,Unfamiliar,Educational,0,0,1,1021,7.3,0.512,0
58,Unfamiliar,Entertainment,1,1,1,818,5.1,0.735,0
58,Unfamiliar,Entertainment,0,1,0,802,7.1,0.6,0
58,Unfamiliar,Entertainment,0,1,0,787,5.7,0.771,1
58,Unfamiliar,Entertainment,0,0,1,571,6.5,0.615,1
59,Unfamiliar,Entertainment,0,0,1,1422,6.8,0.549,0
59,Unfamiliar,Political,1,1,1,873,5.8,0.656,1
59,Unfamiliar,Educational,1,1,1,1116,3.7,0.628,0
59,Unfamiliar,Political,0,0,1,919,3.1,0.564,0
59,Unfamiliar,Educational,0,0,1,1154,4.8,0.785,1
59,Unfamiliar,Educational,0,1,0,1131,5.7,0.733,1
59,Unfamiliar,Educational,0,0,1,975,5.9,0.557,1
59,Unfamiliar,Educational,1,0,0,1344,6.7,0.584,0
59,Unfamiliar,Educational,0,1,0,837,6.4,0.699,1
59,Unfamiliar,Entertainment,0,0,1,1043,5.8,0.489,0
59,Unfamiliar,Entertainment,1,0,0,1370,7.2,0.672,1
59,Unfamiliar,Entertainment,0,0,1,1212,6.1,0.786,1
60,Unfamiliar,Entertainment,1,0,0,1368,7.1,0.656,0
60,Unfamiliar,Entertainment,0,1,0,1890,6.8,0.777,0
60,Unfamiliar,Entertainment,0,1,0,756,8.1,0.749,1
60,Unfamiliar,Entertainment,1,1,1,1148,9.6,0.561,0
60,Unfamiliar,Entertainment,0,0,1,1331,5.9,0.512,0
60,Unfamiliar,Entertainment,0,0,1,1094,6.1,0.612,1
60,Unfamiliar,Entertainment,0,0,1,753,5.9,0.664,0
60,Unfamiliar,Entertainment,0,0,1,1098,6.1,0.58,0
60,Unfamiliar,Educational,0,1,0,1277,8.0,0.803,0
60,Unfamiliar,Entertainment,1,1,1,956,8.1,0.584,1
60,Unfamiliar,Entertainment,0,1,0,1072,6.4,0.688,1
60,Unfamiliar,Entertainment,0,0,1,672,6.3,0.762,1
61,Unfamiliar,Entertainment,0,1,0,2028,5.6,0.699,1
61,Unfamiliar,Entertainment,0,0,1,740,6.6,0.599,0
61,Unfamiliar,Political,0,1,0,1359,4.1,0.703,1
61,Unfamiliar,Entertainment,1,0,0,1255,5.8,0.652,0
61,Unfamiliar,Entertainment,0,0,1,1067,8.8,0.753,1
61,Unfamiliar,Entertainment,1,1,1,1062,7.4,0.564,0
61,Unfamiliar,Entertainment,0,1,0,874,5.2,0.685,0
61,Unfamiliar,Educational,0,0,1,1419,4.5,0.758,0
61,Unfamiliar,Educational,0,0,1,643,6.6,0.633,1
61,Unfamiliar,Entertainment,0,0,1,934,6.8,0.745,0
61,Unfamiliar,Educational,0,1,0,1112,2.4,0.689,1
61,Unfamiliar,Educational,1,1,1,1611,5.5,0.683,1
62,Unfamiliar,Political,1,1,1,2545,3.0,0.767,1
62,Unfamiliar,Entertainment,1,1,1,741,5.7,0.531,0
62,Unfamiliar,Educational,0,0,1,963,4.5,0.584,1
62,Unfamiliar,Educational,0,0,1,990,5.6,0.72,1
62,Unfamiliar,Educational,1,0,0,1178,3.4,0.626,0
62,Unfamiliar,Educational,0,0,1,780,4.3,0.744,1
62,Unfamiliar,Political,0,1,0,2593,4.5,0.708,0
62,Unfamiliar,Political,1,1,1,800,7.8,0.66,1
62,Unfamiliar,Entertainment,0,0,1,979,5.0,0.605,1
62,Unfamiliar,Entertainment,0,0,1,1105,3.6,0.484,0
62,Unfamiliar,Educational,1,1,1,748,5.3,0.607,1
62,Unfamiliar,Entertainment,0,1,0,806,7.3,0.635,0
63,Unfamiliar,Entertainment,1,0,0,1991,6.0,0.565,0
63,Unfamiliar,Educational,0,0,1,1031,6.0,0.683,1
63,Unfamiliar,Educational,0,1,0,1148,5.9,0.801,1
63,Unfamiliar,Entertainment,0,0,1,712,7.5,0.578,0
63,Unfamiliar,Entertainment,0,1,0,1385,4.7,0.545,0
63,Unfamiliar,Political,1,0,0,1099,3.4,0.487,0
63,Unfamiliar,Educational,0,0,1,725,7.4,0.77,0
63,Unfamiliar,Political,0,1,0,820,5.1,0.55,0
63,Unfamiliar,Entertainment,0,0,1,851,7.0,0.663,0
63,Unfamiliar,Educational,1,1,1,1416,3.3,0.638,0
63,Unfamiliar,Educational,0,0,1,1183,5.3,0.531,0
63,Unfamiliar,Educational,1,1,1,1605,6.7,0.814,1
64,Unfamiliar,Entertainment,0,0,1,1207,6.5,0.726,0
64,Unfamiliar,Political,1,0,0,1436,4.8,0.627,0
64,Unfamiliar,Entertainment,0,0,1,985,8.3,0.625,0
64,Unfamiliar,Entertainment,1,1,1,1302,5.3,0.733,1
64,Unfamiliar,Entertainment,1,1,1,977,5.6,0.76,1
64,Unfamiliar,Educational,0,1,0,1112,6.3,0.63,0
64,Unfamiliar,Political,0,1,0,1106,7.0,0.608,0
64,Unfamiliar,Educational,1,1,1,1032,5.6,0.593,0
64,Unfamiliar,Entertainment,0,1,0,1001,8.3,0.633,0
64,Unfamiliar,Entertainment,0,0,1,971,7.0,0.85,0
64,Unfamiliar,Political,0,0,1,1966,5.3,0.704,1
64,Unfamiliar,Political,0,1,0,849,5.7,0.614,1
65,Familiar,Entertainment,1,1,1,439,8.6,0.484,0
65,Familiar,Educational,1,0,0,711,8.4,0.574,0
65,Familiar,Educational,0,0,1,508,7.3,0.714,0
65,Familiar,Educational,0,0,1,1034,6.6,0.479,0
65,Familiar,Educational,0,1,0,1042,9.0,0.315,0
65,Familiar,Entertainment,0,0,1,905,9.1,0.541,0
65,Familiar,Educational,1,1,1,552,7.4,0.456,0
65,Familiar,Entertainment,1,0,0,681,5.8,0.617,0
65,Familiar,Educational,0,0,1,524,6.2,0.596,0
65,Familiar,Entertainment,1,0,0,288,8.7,0.382,0
65,Familiar,Entertainment,0,0,1,486,5.8,0.477,0
65,Familiar,Educational,0,0,1,773,5.2,0.414,0
66,Familiar,Entertainment,0,0,1,858,8.0,0.35,0
66,Familiar,Entertainment,0,0,1,841,7.5,0.59,0
66,Familiar,Political,0,0,1,549,6.3,0.595,0
66,Familiar,Educational,1,1,1,709,7.7,0.583,0
66,Familiar,Entertainment,0,1,0,484,9.2,0.404,0
66,Familiar,Entertainment,0,0,1,561,8.5,0.255,0
66,Familiar,Entertainment,0,0,1,619,8.1,0.65,0
66,Familiar,Political,0,0,1,636,5.6,0.488,0
66,Familiar,Educational,0,1,0,623,6.6,0.447,0
66,Familiar,Educational,1,1,1,298,6.6,0.472,0
66,Familiar,Entertainment,0,0,1,1274,5.8,0.54,0
66,Familiar,Entertainment,1,1,1,567,9.4,0.326,0
67,Unfamiliar,Entertainment,0,1,0,863,6.2,0.648,0
67,Unfamiliar,Entertainment,0,1,0,570,6.7,0.642,1
67,Unfamiliar,Educational,0,1,0,782,3.4,0.741,1
67,Unfamiliar,Entertainment,0,0,1,1100,7.5,0.515,0
67,Unfamiliar,Educational,1,1,1,1094,4.2,0.627,0
67,Unfamiliar,Entertainment,1,1,1,890,4.5,0.714,1
67,Unfamiliar,Political,0,1,0,1299,5.7,0.512,0
67,Unfamiliar,Educational,1,1,1,1075,6.2,0.717,1
67,Unfamiliar,Educational,0,0,1,1194,4.2,0.579,0
67,Unfamiliar,Educational,0,0,1,1422,6.5,0.665,0
67,Unfamiliar,Educational,0,0,1,1467,5.7,0.726,0
67,Unfamiliar,Political,0,1,0,818,6.6,0.53,0
68,Familiar,Political,0,0,1,1072,6.8,0.348,0
68,Familiar,Educational,0,1,0,876,7.9,0.449,0
68,Familiar,Entertainment,1,0,0,2373,8.7,0.52,0
68,Familiar,Entertainment,0,0,1,331,6.7,0.515,0
68,Familiar,Entertainment,0,0,1,492,7.8,0.518,0
68,Familiar,Political,0,1,0,564,4.2,0.702,0
68,Familiar,Entertainment,0,0,1,694,8.4,0.478,0
68,Familiar,Entertainment,0,1,0,411,9.8,0.547,0
68,Familiar,Entertainment,1,0,0,512,9.9,0.539,1
68,Familiar,Entertainment,0,1,0,632,7.5,0.618,0
68,Familiar,Political,1,1,1,407,6.3,0.501,0
68,Familiar,Educational,0,0,1,572,6.1,0.642,0
69,Familiar,Educational,0,0,1,1282,7.3,0.493,0
69,Familiar,Educational,0,1,0,931,7.6,0.472,0
69,Familiar,Educational,1,1,1,729,5.0,0.703,1
69,Familiar,Political,1,1,1,428,7.2,0.487,0
69,Familiar,Educational,0,0,1,422,7.4,0.534,0
69,Familiar,Political,0,1,0,763,5.8,0.438,0
69,Familiar,Educational,1,1,1,1084,5.9,0.796,1
69,Familiar,Political,0,0,1,505,5.8,0.754,1
69,Familiar,Entertainment,1,1,1,1193,7.1,0.564,0
69,Familiar,Entertainment,1,1,1,942,6.7,0.528,0
69,Familiar,Entertainment,1,0,0,553,9.9,0.478,0
69,Familiar,Entertainment,0,0,1,832,8.0,0.502,0
70,Familiar,Educational,0,0,1,871,7.4,0.583,1
70,Familiar,Entertainment,0,1,0,843,7.8,0.628,1
70,Familiar,Political,0,0,1,1322,6.8,0.552,0
70,Familiar,Entertainment,0,0,1,1006,6.4,0.53,0
70,Familiar,Entertainment,0,0,1,752,8.3,0.603,1
70,Familiar,Political,0,0,1,1423,8.6,0.536,0
70,Familiar,Educational,0,0,1,715,4.9,0.569,0
70,Familiar,Entertainment,1,0,0,1492,9.3,0.437,0
70,Familiar,Political,1,0,0,468,5.3,0.388,0
70,Familiar,Educational,0,1,0,591,6.6,0.517,0
70,Familiar,Entertainment,1,1,1,649,8.8,0.591,0
70,Familiar,Entertainment,0,0,1,482,7.8,0.442,0
71,Familiar,Educational,1,1,1,895,7.1,0.698,0
71,Familiar,Political,1,1,1,1008,7.8,0.434,0
71,Familiar,Political,0,0,1,759,6.6,0.397,0
71,Familiar,Educational,1,1,1,304,5.6,0.675,0
71,Familiar,Entertainment,1,1,1,380,7.8,0.546,0
71,Familiar,Entertainment,1,0,0,1163,8.6,0.486,0
71,Familiar,Entertainment,0,0,1,552,8.7,0.542,0
71,Familiar,Political,0,0,1,529,5.7,0.593,0
71,Familiar,Educational,0,0,1,1144,5.8,0.542,0
71,Familiar,Political,0,0,1,979,6.0,0.421,0
71,Familiar,Educational,0,0,1,1570,8.0,0.618,0
71,Familiar,Educational,0,0,1,1013,6.9,0.501,1
72,Unfamiliar,Entertainment,1,1,1,928,6.8,0.756,1
72,Unfamiliar,Educational,0,0,1,1077,4.4,0.68,0
72,Unfamiliar,Entertainment,0,1,0,1162,7.3,0.534,0
72,Unfamiliar,Educational,0,0,1,1618,7.0,0.618,0
72,Unfamiliar,Educational,1,1,1,771,5.3,0.548,0
72,Unfamiliar,Entertainment,1,1,1,1082,6.0,0.772,1
72,Unfamiliar,Political,0,1,0,1379,4.4,0.52,1
72,Unfamiliar,Entertainment,1,1,1,1095,5.8,0.704,0
72,Unfamiliar,Educational,1,1,1,1483,6.1,0.578,0
72,Unfamiliar,Entertainment,0,1,0,841,5.4,0.733,1
72,Unfamiliar,Political,0,0,1,1441,4.9,0.706,0
72,Unfamiliar,Political,1,1,1,822,2.9,0.72,0
73,Unfamiliar,Entertainment,0,0,1,718,6.8,0.629,0
73,Unfamiliar,Political,1,0,0,689,3.1,0.673,1
73,Unfamiliar,Entertainment,0,1,0,963,5.1,0.805,0
73,Unfamiliar,Educational,1,1,1,1470,5.3,0.794,0
73,Unfamiliar,Political,0,1,0,920,4.3,0.565,0
73,Unfamiliar,Educational,0,0,1,684,4.9,0.714,1
73,Unfamiliar,Educational,0,1,0,2090,8.3,0.711,1
73,Unfamiliar,Entertainment,1,0,0,1249,8.0,0.558,0
73,Unfamiliar,Political,0,0,1,687,5.1,0.66,0
73,Unfamiliar,Educational,0,0,1,612,5.8,0.605,0
73,Unfamiliar,Educational,1,1,1,799,4.0,0.652,1
73,Unfamiliar,Educational,1,1,1,1359,5.8,0.875,1
